ID,Polski Tytuł,Autor,ISBN,Cykl,Średnia ocena,Liczba ocen,Czytelnicy,Opinie,Ocena użytkownika,Link,Data przeczytania,Na półkach Głowne,Na półkach Pozostałe,Tytuł
4942534,Diuna,Frank Herbert,9788381884105,Kroniki Diuny (tom 1),"8,2",21324,43603,1855,10,https://lubimyczytac.pl/ksiazka/4942534/diuna,,Przeczytane,Kroniki Diuny,Dune
4811730,Wiedźmin. Szpony i kły,"Andrzej W. Sawicki, Przemysław Gul",9788375781557,Wiedźmin Geralt z Rivii (tom 8),"6,8",3218,8016,381,,https://lubimyczytac.pl/ksiazka/4811730/wiedzmin-szpony-i-kly,,Chcę przeczytać,,Wiedźmin. Szpony i kły
199630,Sezon burz,Andrzej Sapkowski,9788375780598,Wiedźmin Geralt z Rivii (tom 0.2),"7,4",22684,39118,1838,,https://lubimyczytac.pl/ksiazka/199630/sezon-burz,,Przeczytane,Wiedźmin,Sezon burz
240527,Pani Jeziora,Andrzej Sapkowski,9788375780697,Wiedźmin Geralt z Rivii (tom 7),"8,2",32630,53032,1148,,https://lubimyczytac.pl/ksiazka/240527/pani-jeziora,,Przeczytane,Wiedźmin,Pani Jeziora
240525,Wieża Jaskółki,Andrzej Sapkowski,9788375780680,Wiedźmin Geralt z Rivii (tom 6),"8,3",33370,53416,922,,https://lubimyczytac.pl/ksiazka/240525/wieza-jaskolki,,Przeczytane,Wiedźmin,Wieża Jaskółki
240524,Chrzest ognia,Andrzej Sapkowski,9788375780673,Wiedźmin Geralt z Rivii (tom 5),"8,4",37743,58567,1106,,https://lubimyczytac.pl/ksiazka/240524/chrzest-ognia,,Przeczytane,Wiedźmin,Chrzest ognia
240513,Czas pogardy,Andrzej Sapkowski,9788375780666,Wiedźmin Geralt z Rivii (tom 4),"8,3",40395,61886,1156,,https://lubimyczytac.pl/ksiazka/240513/czas-pogardy,,Przeczytane,Wiedźmin,Czas pogardy
240512,Krew elfów,Andrzej Sapkowski,9788375780659,Wiedźmin Geralt z Rivii (tom 3),"8,2",45246,69076,1607,,https://lubimyczytac.pl/ksiazka/240512/krew-elfow,,Przeczytane,Wiedźmin,Krew elfów
240312,Miecz przeznaczenia,Andrzej Sapkowski,9788375780642,Wiedźmin Geralt z Rivii (tom 2),"8,4",42010,63084,1509,,https://lubimyczytac.pl/ksiazka/240312/miecz-przeznaczenia,,Przeczytane,Wiedźmin,Miecz przeznaczenia
240310,Ostatnie życzenie,Andrzej Sapkowski,9788375780635,Wiedźmin Geralt z Rivii (tom 1),"8,4",53246,80627,2687,,https://lubimyczytac.pl/ksiazka/240310/ostatnie-zyczenie,,Przeczytane,"Posiadam, Wiedźmin",Ostatnie życzenie
301206,Taniec ze smokami. Część 2,George R.R. Martin,9788377858875,Pieśń Lodu i Ognia (tom 5.2),"8,2",16038,29415,566,,https://lubimyczytac.pl/ksiazka/301206/taniec-ze-smokami-czesc-2,,Przeczytane,Pieśń Lodu i Ognia,A Dance with Dragons
301205,Taniec ze smokami. Część 1,George R.R. Martin,9788377858851,Pieśń Lodu i Ognia (tom 5.1),"8,0",17174,31495,492,,https://lubimyczytac.pl/ksiazka/301205/taniec-ze-smokami-czesc-1,,Przeczytane,Pieśń Lodu i Ognia,A Dance with Dragons
253110,Uczta dla wron: Sieć spisków,George R.R. Martin,9788377856666,Pieśń Lodu i Ognia (tom 4.2),"8,0",8533,16110,199,,https://lubimyczytac.pl/ksiazka/253110/uczta-dla-wron-siec-spiskow,,Przeczytane,Pieśń Lodu i Ognia,"A Feast for Crows, vol. 2"
252979,Uczta dla wron: Cienie śmierci,George R.R. Martin,9788377856635,Pieśń Lodu i Ognia (tom 4.1),"8,0",8951,16560,239,,https://lubimyczytac.pl/ksiazka/252979/uczta-dla-wron-cienie-smierci,,Przeczytane,Pieśń Lodu i Ognia,"A Feast for Crows, vol. 1"
4942700,Nawałnica mieczy: Krew i złoto,George R.R. Martin,9788382020762,Pieśń Lodu i Ognia (tom 3.2),"8,5",1814,3622,51,,https://lubimyczytac.pl/ksiazka/4942700/nawalnica-mieczy-krew-i-zloto,,Przeczytane,Pieśń Lodu i Ognia,A Storm of Swords: Blood and Gold
4942363,Nawałnica mieczy: Stal i śnieg,George R.R. Martin,9788382020755,Pieśń Lodu i Ognia (tom 3.1),"8,4",2223,4225,59,,https://lubimyczytac.pl/ksiazka/4942363/nawalnica-mieczy-stal-i-snieg,,Przeczytane,Pieśń Lodu i Ognia,A Storm of Swords: Steel and Snow
135651,Star Wars: Darth Plagueis,James Luceno,9788324145331,,"7,8",655,1128,84,9,https://lubimyczytac.pl/ksiazka/135651/star-wars-darth-plagueis,,Przeczytane,Star Wars,Star Wars: Darth Plagueis
134106,Starcie królów,George R.R. Martin,9788375069952,Pieśń Lodu i Ognia (tom 2),"8,4",16456,27347,592,,https://lubimyczytac.pl/ksiazka/134106/starcie-krolow,,Przeczytane,Pieśń Lodu i Ognia,A Clash of Kings
134254,Gra o tron,George R.R. Martin,9788375068306,Pieśń Lodu i Ognia (tom 1),"8,5",19107,32442,1332,9,https://lubimyczytac.pl/ksiazka/134254/gra-o-tron,,Przeczytane,"Posiadam, Pieśń Lodu i Ognia",A Game of Thrones
